occurrence_no,pres_mode,preservation_quality,common_body_parts,abund_value,abund_unit,class,order,family,genus,taxon_environment,life_habit,diet,museum,collection_no,early_interval,late_interval,time_bins,age_max,age_min,age_median,age_uncer_range,lng,lat,occurrence_comments,cc,state,county,formation,stratgroup,member,zone,accepted_name,accepted_attr,accepted_rank,accepted_no,identified_name,identified_rank,identified_no,difference,ref_author,ref_pubyr,reference_no,collection_name,collection_subset,collection_aka,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,cc.1,protected,stratscale,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,environment,tectonic_setting,assembl_comps,articulated_parts,associated_parts,rare_body_parts,feed_pred_traces,spatial_resolution,preservation_comments,collection_type,collection_methods,collectors,collection_dates,collection_comments,taxonomy_comments,composition,species,municipality,outcrop_details,outcrop_overview,source,ref
1087685,body,good,"skulls,postcrania",1.0,individuals,Amphibia,Temnospondyli,Brachyopidae,Bothriceps,"brackish,freshwater,terrestrial",amphibious,carnivore,,117522,Lopingian,Induan,-,259.51,251.2,255.355,8.31,147.808334,-43.055557,"TMAG Z4583, a fairly complete skull, left mandibular ramus, and fragmentary right mandibular ramus; TMAG Z4586, a fairly complete skull, complete mandible, and four partial branchial arch elements; TMAG Z3551 and TMAG Z3552, two skulls on one block exposed from the dorsal surface; eleven other skulls probably referrable to B. australis; TMAG Z4301, a larger brachyopid mandibular ramus; TMAG Z4582, a series of diplospondylous centra, ribs, and a neural arch; TMAG Z4579, a collection of small notochordal centra; TMAG Z4584, a single notochordal centrum.",AU,Tasmania,,,Upper Parmeener,,,Bothriceps australis,,species,251454.0,Bothriceps australis,species,251454.0,,Warren et al.,2011.0,43698.0,Koonya,,,based on nearby landmark,seconds,small collection,"coastal platform near Koonya on the south coast of Norfolk Bay, Tasmania. Coordinates based upon Koonya",gplates,801,mid,70.68,-85.48,scotese,801,mid,145.99,-78.63,seton,not computable using this model,,,,AU,,group of beds,"""The succession in the Koonya area was mapped by Forsyth (2003) as Early Triassic Upper Parmeener Supergroup based on lithological similarities with rocks this age elsewhere in Tasmania. This was supported by a palaeobotanical assemblage from Impression Bay, 2 km west of the Koonya locality, which was interpreted as typical of Dicroidium zuberi Oppel Zone . The Impression Bay locality was interpreted to be from either direct stratigraphic correlates or immediately overlying the strata at Koonya (Forsyth, 2003). Whitfield (2010) suggested, based upon recent geochronological dating using laser ablationâinductively coupled plasma mass spectrometry (LA-ICPMS) analyses of detrital zircons, that the sequences may be older than previously interpreted. Two samples from the headland in which the new dicynodont specimens were found gave robust maximum ages. A sample from the oldest unit present in the headland exposure, the sandstone from which the specimens were recovered, gave a Late Permian age of 253 Â± 4 Ma. It needs to be stressed that detrital zircons can only provide a maximum depositional age and therefore an age near the P/T boundary is indicated for these fossils."" (Rozefelds et al. 2011)",Quartz sandstones overlain by green siltstones; temnospondyl remains are from siltstones and dicynodont remains from the sandstone,sandstone,quartzose,,,fluvial-lacustrine indet.,,macrofossils,some,some,,,,,taxonomic,"surface (in situ),field collection",,,"TMAG, Tasmanian Museum and Art Gallery, Hobart",,phosphatic,,,,,,
1087685,body,good,"skulls,postcrania",1.0,individuals,Amphibia,Temnospondyli,Brachyopidae,Bothriceps,"brackish,freshwater,terrestrial",amphibious,carnivore,,117522,Lopingian,Induan,-,259.51,251.2,255.355,8.31,147.808334,-43.055557,"TMAG Z4583, a fairly complete skull, left mandibular ramus, and fragmentary right mandibular ramus; TMAG Z4586, a fairly complete skull, complete mandible, and four partial branchial arch elements; TMAG Z3551 and TMAG Z3552, two skulls on one block exposed from the dorsal surface; eleven other skulls probably referrable to B. australis; TMAG Z4301, a larger brachyopid mandibular ramus; TMAG Z4582, a series of diplospondylous centra, ribs, and a neural arch; TMAG Z4579, a collection of small notochordal centra; TMAG Z4584, a single notochordal centrum.",AU,Tasmania,,,Upper Parmeener,,,Bothriceps australis,,species,251454.0,Bothriceps australis,species,251454.0,,Warren et al.,2011.0,43698.0,Koonya,,,based on nearby landmark,seconds,small collection,"coastal platform near Koonya on the south coast of Norfolk Bay, Tasmania. Coordinates based upon Koonya",gplates,801,mid,70.68,-85.48,scotese,801,mid,145.99,-78.63,seton,not computable using this model,,,,AU,,group of beds,"""The succession in the Koonya area was mapped by Forsyth (2003) as Early Triassic Upper Parmeener Supergroup based on lithological similarities with rocks this age elsewhere in Tasmania. This was supported by a palaeobotanical assemblage from Impression Bay, 2 km west of the Koonya locality, which was interpreted as typical of Dicroidium zuberi Oppel Zone . The Impression Bay locality was interpreted to be from either direct stratigraphic correlates or immediately overlying the strata at Koonya (Forsyth, 2003). Whitfield (2010) suggested, based upon recent geochronological dating using laser ablationâinductively coupled plasma mass spectrometry (LA-ICPMS) analyses of detrital zircons, that the sequences may be older than previously interpreted. Two samples from the headland in which the new dicynodont specimens were found gave robust maximum ages. A sample from the oldest unit present in the headland exposure, the sandstone from which the specimens were recovered, gave a Late Permian age of 253 Â± 4 Ma. It needs to be stressed that detrital zircons can only provide a maximum depositional age and therefore an age near the P/T boundary is indicated for these fossils."" (Rozefelds et al. 2011)",Quartz sandstones overlain by green siltstones; temnospondyl remains are from siltstones and dicynodont remains from the sandstone,sandstone,quartzose,,,fluvial-lacustrine indet.,,macrofossils,some,some,,,,,taxonomic,"surface (in situ),field collection",,,"TMAG, Tasmanian Museum and Art Gallery, Hobart",,phosphatic,,,,,,
1087685,body,good,"skulls,postcrania",1.0,individuals,Amphibia,Temnospondyli,Brachyopidae,Bothriceps,"brackish,freshwater,terrestrial",amphibious,carnivore,,117522,Lopingian,Induan,-,259.51,251.2,255.355,8.31,147.808334,-43.055557,"TMAG Z4583, a fairly complete skull, left mandibular ramus, and fragmentary right mandibular ramus; TMAG Z4586, a fairly complete skull, complete mandible, and four partial branchial arch elements; TMAG Z3551 and TMAG Z3552, two skulls on one block exposed from the dorsal surface; eleven other skulls probably referrable to B. australis; TMAG Z4301, a larger brachyopid mandibular ramus; TMAG Z4582, a series of diplospondylous centra, ribs, and a neural arch; TMAG Z4579, a collection of small notochordal centra; TMAG Z4584, a single notochordal centrum.",AU,Tasmania,,,Upper Parmeener,,,Bothriceps australis,,species,251454.0,Bothriceps australis,species,251454.0,,Warren et al.,2011.0,43698.0,Koonya,,,based on nearby landmark,seconds,small collection,"coastal platform near Koonya on the south coast of Norfolk Bay, Tasmania. Coordinates based upon Koonya",gplates,801,mid,70.68,-85.48,scotese,801,mid,145.99,-78.63,seton,not computable using this model,,,,AU,,group of beds,"""The succession in the Koonya area was mapped by Forsyth (2003) as Early Triassic Upper Parmeener Supergroup based on lithological similarities with rocks this age elsewhere in Tasmania. This was supported by a palaeobotanical assemblage from Impression Bay, 2 km west of the Koonya locality, which was interpreted as typical of Dicroidium zuberi Oppel Zone . The Impression Bay locality was interpreted to be from either direct stratigraphic correlates or immediately overlying the strata at Koonya (Forsyth, 2003). Whitfield (2010) suggested, based upon recent geochronological dating using laser ablationâinductively coupled plasma mass spectrometry (LA-ICPMS) analyses of detrital zircons, that the sequences may be older than previously interpreted. Two samples from the headland in which the new dicynodont specimens were found gave robust maximum ages. A sample from the oldest unit present in the headland exposure, the sandstone from which the specimens were recovered, gave a Late Permian age of 253 Â± 4 Ma. It needs to be stressed that detrital zircons can only provide a maximum depositional age and therefore an age near the P/T boundary is indicated for these fossils."" (Rozefelds et al. 2011)",Quartz sandstones overlain by green siltstones; temnospondyl remains are from siltstones and dicynodont remains from the sandstone,sandstone,quartzose,,,fluvial-lacustrine indet.,,macrofossils,some,some,,,,,taxonomic,"surface (in situ),field collection",,,"TMAG, Tasmanian Museum and Art Gallery, Hobart",,phosphatic,,,,,,
1087684,body,medium,"partial skulls,mandibles",2.0,specimens,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Watsonisuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,,136591,Induan,,Induan,251.902,251.2,251.551,0.702,147.524994,-42.799999,skull roof fragments UTGD 85745 and 85746.,AU,Tasmania,,Knocklofty,,,,Watsonisuchus,,genus,251273.0,Watsonisuchus sp.,genus,251273.0,,Damiani,2001.0,30410.0,Midway Point,,,estimated from map,minutes,small collection,"The locality lies on the shore platform of the western coast of the Midway Point peninsula, which projects into Pitt Water from the north. To reach the site, travel east from Hobart on the Tasman Highway over the western section of the Sorell Causeway to the settlement of Midway Point on the southern edge of the peninsula, then turn north at the settlement onto the road leading to Penn. This road approaches the crest of sandstone sea cliffs at a point 1.2 km north of the junction. There is a parking area at this point. Paths lead from the parking area down the cliffs to a small sandy beach on a shallow bay. The locality is a claypebble conglomerate lens at the northern edge of the beach and at the very base of the cliffs.",gplates,801,mid,62.11,-82.51,scotese,801,mid,136.63,-76.69,seton,not computable using this model,,,,AU,,bed,Palynology and vertebrate biostratigraphy have been used to argue for an earliest Triassic age for the Knocklofty Formation (Cosgriff 1974; Camp & Banks 1978). ,"""Clay-pebble conglomerate""",conglomerate,pebbly,,muddy,"""channel""",,macrofossils,,,,,,,taxonomic,field collection,JW Cosgriff,1960s,"UTGD: Geology Department, University of Tasmania, Hobart.",,phosphatic,,,,,,
1087683,body,medium,,7.0,specimens,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Watsonisuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,,136589,Induan,,Induan,251.902,251.2,251.551,0.702,147.28334,-42.78611,"skull roof fragments UTGD 95750, 95388 and 95699; palatal fragment UTGD 95385; and lower jaw fragments UTGD 95384, 95395 and 95677.",AU,Tasmania,,Knocklofty,,,,Watsonisuchus,,genus,251273.0,Watsonisuchus sp.,genus,251273.0,,Damiani,2001.0,30410.0,Old Beach,,,estimated from map,seconds,small collection,"The fossil-bearing stratum is a clay-pebble conglomerate lens exposed in a road cut that roughly follows the east bank of the Derwent River from Risdon to Old Beach. This cut borders the land side of the road at a point where the road lies directly above the river. Dogshear Point, a peninsula projecting into the river from the western shore, is opposite the locality. The locality is about 1.6 km south of a T-junction that is halfway between Risdon and Old Beach. The conglomerate lies about 3 m above road level in the face of the cut.",gplates,801,mid,62.03,-82.33,scotese,801,mid,135.86,-76.67,seton,not computable using this model,,,,AU,,bed,Palynology and vertebrate biostratigraphy have been used to argue for an earliest Triassic age for the Knocklofty Formation (Cosgriff 1974; Camp & Banks 1978). ,"""Clay-pebble conglomerate""",conglomerate,pebbly,,muddy,"""channel""",,macrofossils,some,some,"partial skulls,mandibles",,,,taxonomic,field collection,JW Cosgriff,1960s,"UTGD: Geology Department, University of Tasmania, Hobart.",,phosphatic,,,,,,
1087682,mold/impression,,,1.0,specimens,Amphibia,Temnospondyli,Rhytidosteidae,Deltasaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,136595,Induan,,Induan,251.902,251.2,251.551,0.702,146.916672,-41.833332,"UTGD 54626, the external impression of a left posterolateral skull fragment",AU,Tasmania,,Cluan,,,,Deltasaurus kimberleyensis,,species,251512.0,Deltasaurus kimberleyensis,species,251512.0,,Cosgriff,1974.0,43692.0,Poatina Highway,,,estimated from map,minutes,small collection,"A clay-pebble conglomerate lens in the Cluan Formation is exposed in a road culvert of the Poatina Highway on the Great Western Tiers in north-central Tasmania. The Poatina Highway extends southwest from the town of Poatina up over the escarpment of the Tiers and onto the central plateau. It then continues south across the plateau on the eastern side of Great Lake and joins the Lake Highway at a point just south of the lake. To reach the locality, travel south from Poatina about 12.9 km up most of the Great Western Tiers escarpment. The culvert exposing the lens lies on the cliff side of the road near the middle of the lower limb of the last switchback of the highway before it climbs over the crest of the Tiers onto the plateau.",gplates,801,mid,68.45,-81.88,scotese,801,mid,134.86,-75.71,seton,not computable using this model,,,,AU,,bed,,,conglomerate,"pebbly,brown",,sandy,fluvial indet.,,macrofossils,none,none,partial skulls,,,,taxonomic,surface (float),"Bank, Camps",1960,,,phosphatic,,,,,,
1087681,body,good,,1.0,individuals,Amphibia,Temnospondyli,Lydekkerinidae,Chomatobatrachus,"brackish,freshwater,terrestrial",amphibious,carnivore,,136594,Induan,,Induan,251.902,251.2,251.551,0.702,146.866669,-42.599998,"UTGD 80738, a complete skull",AU,Tasmania,,Knocklofty,,,,Chomatobatrachus halei,,species,251647.0,n. gen. Chomatobatrachus n. sp. halei,species,251647.0,,Cosgriff,1974.0,43692.0,Meadowbank,,,estimated from map,minutes,small collection,"The site consists of deposits in the Knocklofty Formation exposed through excavation in the bed of the Derwent River at the site of Meadowbank Dam. To reach the dam, travel northwest from Hobart on the Lyell Highway about 14.4 km northwest of Gretna and turn onto a road leading west to the site of the dam, which is about 3.2 km from the Lyell Highway. The locality lies at the very base of the dam and was originally overlain by sandstone layers that formed the bed of the river.",gplates,801,mid,63.04,-82.0,scotese,801,mid,134.57,-76.47,seton,not computable using this model,,,,AU,,bed,Palynology and vertebrate biostratigraphy have been used to argue for an earliest Triassic age for the Knocklofty Formation (Cosgriff 1974; Camp & Banks 1978). ,"""Grey mudstone lens""",mudstone,gray,,,terrestrial indet.,,macrofossils,some,,skulls,,,,taxonomic,survey of museum collection,"G Hale, R Mather",1960s,"UTGD: Geology Department, University of Tasmania, Hobart.",,phosphatic,,,,,,
1087679,body,,"partial skulls,mandibles,postcrania",45.0,specimens,Amphibia,Temnospondyli,Brachyopidae,Banksiops,"brackish,freshwater,terrestrial",amphibious,carnivore,,136593,Induan,,Induan,251.902,251.2,251.551,0.702,147.702774,-42.956112,"Incomplete skulls, UTGD 87468, 87469, 87470, 87471, 87472, 87473, 87474, and 87475; lower jaw fragments, UTGD 87476, 87477, 87478, and 87480; incomplete articulated clavicles and interclavicles, UTGD 87484 and 87485; incomplete clavicles, UTGD 87486, 87487, 87488, 87489, 87490, 87491, and 87496; incomplete interclavicles, UTGD 87492, 87493, 87494, 87495, 87497, 87498, 87499, and 87500; incomplete atlases, UTGD 87511 and 87779; intercentra, UTGD 87501, 87502, 87503, 87504, 87505, 87506, 87507, and 87508; rib fragments, UTGD 87481, 87482, and 87483; incomplete ilia, UTGD 87509 and 87510; left femur, UTGD 87780.",AU,Tasmania,,Knocklofty,,,,Banksiops townrowi,,species,251460.0,Blinasaurus townrowi,species,251460.0,recombined as,Cosgriff,1974.0,43692.0,Lime Bay,,,estimated from map,seconds,small collection,"This location is a sequence of gray shales on the beach platform of Lime Bay, a semicircular indentation on the northern coast of the Lime Bay peninsula. This peninsula is a projection from the northwestern corner of the main mass of the larger Tasman Peninsula. To reach the locality, drive east from Hobart on the Tasman Highway over Eaglehawk Neck onto the Tasman Peninsula. Follow the highway through the settlement of Taranna and, about 3.2 km beyond, turn onto the road which leads west along the northern shore of the Tasman Peninsula. Follow this road through Premaydena and Saltwater River to a Y-junction 3.2 km west of the latter. Take the northern fork of this junction and travel another 2.4 km to the ruins of a penal settlement on the east coast of the Lime Bay peninsula. Lime Bay is about 6.4 km north of these ruins, but precise travel directions are impossible to give as the peninsula contains a labyrinth of dirt roads. However, by staying with the branches leading north the bay is eventually reached. The fossil site is on a beach platform at the foot of low cliffs, 1 to 1.3 m high, on the western side of the bay.",gplates,801,mid,61.03,-82.66,scotese,801,mid,137.19,-76.85,seton,not computable using this model,,,,AU,,bed,Palynology and vertebrate biostratigraphy have been used to argue for an earliest Triassic age for the Knocklofty Formation (Cosgriff 1974; Camp & Banks 1978). ,,"""shale""",black,,carbonaceous,terrestrial indet.,,macrofossils,none,none,,,,,taxonomic,field collection,Dr & Mrs JA Townrow,1960s,"UTGD: Geology Department, University of Tasmania, Hobart.",,phosphatic,,,,,,
1087678,body,medium,,2.0,specimens,Amphibia,Temnospondyli,Lydekkerinidae,Chomatobatrachus,"brackish,freshwater,terrestrial",amphibious,carnivore,,136592,Induan,,Induan,251.902,251.2,251.551,0.702,147.46666,-42.816666,"Skull fragment, UTGD 58995; lower jaw fragment, UTGD 58986.",AU,Tasmania,,Knocklofty,,,,Chomatobatrachus halei,,species,251647.0,Chomatobatrachus halei,species,251647.0,,Cosgriff,1974.0,43692.0,Milford,,,estimated from map,minutes,small collection,"The location is a shore platform on the eastern edge of a promontory called The Bluff, which indents the southern coast of Pitt Water. The western section of the Sorell Causeway extends across Pitt Water from The Bluff at this point to Midway Point. To reach the locality, travel west from Hobart to the beginning of the Sorell Causeway at the edge of The Bluff. Walk about 100 m south down the shoreline from this point. The locality is a small clay-pebble conglomerate lens on the shore platform, which has been exposed and partly removed by wave action.",gplates,801,mid,61.94,-82.47,scotese,801,mid,136.44,-76.7,seton,not computable using this model,,,,AU,,bed,Palynology and vertebrate biostratigraphy have been used to argue for an earliest Triassic age for the Knocklofty Formation (Cosgriff 1974; Camp & Banks 1978). ,"""Clay-pebble conglomerate""",conglomerate,pebbly,,muddy,"""channel""",,macrofossils,,,partial skulls,,,,taxonomic,field collection,JW Cosgriff,1960s,"UTGD: Geology Department, University of Tasmania, Hobart.",,phosphatic,,,,,,
1087675,body,medium,"partial skulls,mandibles",1.0,specimens,Amphibia,Temnospondyli,Derwentiidae,Derwentia,"brackish,freshwater,terrestrial",amphibious,carnivore,,136591,Induan,,Induan,251.902,251.2,251.551,0.702,147.524994,-42.799999,"UTGD 87783, fragment from anterior part of palatal surface of a skull",AU,Tasmania,,Knocklofty,,,,Derwentia warreni,,species,251504.0,Derwentia warreni,species,251504.0,,Cosgriff,1974.0,43692.0,Midway Point,,,estimated from map,minutes,small collection,"The locality lies on the shore platform of the western coast of the Midway Point peninsula, which projects into Pitt Water from the north. To reach the site, travel east from Hobart on the Tasman Highway over the western section of the Sorell Causeway to the settlement of Midway Point on the southern edge of the peninsula, then turn north at the settlement onto the road leading to Penn. This road approaches the crest of sandstone sea cliffs at a point 1.2 km north of the junction. There is a parking area at this point. Paths lead from the parking area down the cliffs to a small sandy beach on a shallow bay. The locality is a claypebble conglomerate lens at the northern edge of the beach and at the very base of the cliffs.",gplates,801,mid,62.11,-82.51,scotese,801,mid,136.63,-76.69,seton,not computable using this model,,,,AU,,bed,Palynology and vertebrate biostratigraphy have been used to argue for an earliest Triassic age for the Knocklofty Formation (Cosgriff 1974; Camp & Banks 1978). ,"""Clay-pebble conglomerate""",conglomerate,pebbly,,muddy,"""channel""",,macrofossils,,,,,,,taxonomic,field collection,JW Cosgriff,1960s,"UTGD: Geology Department, University of Tasmania, Hobart.",,phosphatic,,,,,,
1087674,body,medium,"partial skulls,mandibles",1.0,specimens,Amphibia,Temnospondyli,Rhytidosteidae,Deltasaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,136591,Induan,,Induan,251.902,251.2,251.551,0.702,147.524994,-42.799999,"UTGD 85746, a complete right parietal bone",AU,Tasmania,,Knocklofty,,,,Deltasaurus kimberleyensis,,species,251512.0,Deltasaurus kimberleyensis,species,251512.0,,Cosgriff,1974.0,43692.0,Midway Point,,,estimated from map,minutes,small collection,"The locality lies on the shore platform of the western coast of the Midway Point peninsula, which projects into Pitt Water from the north. To reach the site, travel east from Hobart on the Tasman Highway over the western section of the Sorell Causeway to the settlement of Midway Point on the southern edge of the peninsula, then turn north at the settlement onto the road leading to Penn. This road approaches the crest of sandstone sea cliffs at a point 1.2 km north of the junction. There is a parking area at this point. Paths lead from the parking area down the cliffs to a small sandy beach on a shallow bay. The locality is a claypebble conglomerate lens at the northern edge of the beach and at the very base of the cliffs.",gplates,801,mid,62.11,-82.51,scotese,801,mid,136.63,-76.69,seton,not computable using this model,,,,AU,,bed,Palynology and vertebrate biostratigraphy have been used to argue for an earliest Triassic age for the Knocklofty Formation (Cosgriff 1974; Camp & Banks 1978). ,"""Clay-pebble conglomerate""",conglomerate,pebbly,,muddy,"""channel""",,macrofossils,,,,,,,taxonomic,field collection,JW Cosgriff,1960s,"UTGD: Geology Department, University of Tasmania, Hobart.",,phosphatic,,,,,,
1087673,body,medium,"partial skulls,mandibles",10.0,specimens,Amphibia,Temnospondyli,Lydekkerinidae,Chomatobatrachus,"brackish,freshwater,terrestrial",amphibious,carnivore,,136591,Induan,,Induan,251.902,251.2,251.551,0.702,147.524994,-42.799999,"Skull fragments, UTGD 85709, 85730, and 87786, complete left lower jaw ramus, UTGD 85704; lower jaw fragments, UTGD 85705, 85706, 85783, 87803, and 87804; MUZD 1962.",AU,Tasmania,,Knocklofty,,,,Chomatobatrachus halei,,species,251647.0,Chomatobatrachus halei,species,251647.0,,Cosgriff,1974.0,43692.0,Midway Point,,,estimated from map,minutes,small collection,"The locality lies on the shore platform of the western coast of the Midway Point peninsula, which projects into Pitt Water from the north. To reach the site, travel east from Hobart on the Tasman Highway over the western section of the Sorell Causeway to the settlement of Midway Point on the southern edge of the peninsula, then turn north at the settlement onto the road leading to Penn. This road approaches the crest of sandstone sea cliffs at a point 1.2 km north of the junction. There is a parking area at this point. Paths lead from the parking area down the cliffs to a small sandy beach on a shallow bay. The locality is a claypebble conglomerate lens at the northern edge of the beach and at the very base of the cliffs.",gplates,801,mid,62.11,-82.51,scotese,801,mid,136.63,-76.69,seton,not computable using this model,,,,AU,,bed,Palynology and vertebrate biostratigraphy have been used to argue for an earliest Triassic age for the Knocklofty Formation (Cosgriff 1974; Camp & Banks 1978). ,"""Clay-pebble conglomerate""",conglomerate,pebbly,,muddy,"""channel""",,macrofossils,,,,,,,taxonomic,field collection,JW Cosgriff,1960s,"UTGD: Geology Department, University of Tasmania, Hobart.",,phosphatic,,,,,,
1087672,body,medium,"partial skulls,mandibles",23.0,specimens,Amphibia,Temnospondyli,Brachyopidae,Banksiops,"brackish,freshwater,terrestrial",amphibious,carnivore,,136591,Induan,,Induan,251.902,251.2,251.551,0.702,147.524994,-42.799999,"Incomplete skull, UTGD 87771; skull fragments, UTGD 85708, 85710, 85741, 85749, 85757, 87772, 87773, 87774, 87775, 87776, and 87807; lower jaw fragments, UTGD 85700, 85701, 85702, 85750, 85766, 85784, 85785, 87805, and 87806; MUZD 1962 and 2094.",AU,Tasmania,,Knocklofty,,,,Banksiops townrowi,,species,251460.0,Blinasaurus townrowi,species,251460.0,recombined as,Cosgriff,1974.0,43692.0,Midway Point,,,estimated from map,minutes,small collection,"The locality lies on the shore platform of the western coast of the Midway Point peninsula, which projects into Pitt Water from the north. To reach the site, travel east from Hobart on the Tasman Highway over the western section of the Sorell Causeway to the settlement of Midway Point on the southern edge of the peninsula, then turn north at the settlement onto the road leading to Penn. This road approaches the crest of sandstone sea cliffs at a point 1.2 km north of the junction. There is a parking area at this point. Paths lead from the parking area down the cliffs to a small sandy beach on a shallow bay. The locality is a claypebble conglomerate lens at the northern edge of the beach and at the very base of the cliffs.",gplates,801,mid,62.11,-82.51,scotese,801,mid,136.63,-76.69,seton,not computable using this model,,,,AU,,bed,Palynology and vertebrate biostratigraphy have been used to argue for an earliest Triassic age for the Knocklofty Formation (Cosgriff 1974; Camp & Banks 1978). ,"""Clay-pebble conglomerate""",conglomerate,pebbly,,muddy,"""channel""",,macrofossils,,,,,,,taxonomic,field collection,JW Cosgriff,1960s,"UTGD: Geology Department, University of Tasmania, Hobart.",,phosphatic,,,,,,
1087671,body,medium,,1.0,specimens,Amphibia,Temnospondyli,Rhytidosteidae,Deltasaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,136590,Induan,,Induan,251.902,251.2,251.551,0.702,147.28334,-43.083332,MUZD 2100,AU,Tasmania,,Knocklofty,,,,Deltasaurus kimberleyensis,,species,251512.0,Deltasaurus kimberleyensis,species,251512.0,,Cosgriff,1974.0,43692.0,Conningham,,,estimated from map,minutes,outcrop,"The fossiliferous area is a 100 m long stretch of low sea cliffs formed by sediments of the Knocklofty Formation on the south coast of Northwest Bay, about 0.8 km west of the coastal community of Conningham. To reach the locality, travel south from Hobart on the Channel Highway through the towns of Kingston, Margate, and Snug. About 1.2 km south of the southern edge of Snug turn east onto the road leading to Conningham. This road is about 3.2 km long from its junction with the Channel Highway to its end at the beach of Conningham and follows the southern coasts of Snug Bay and Northwest Bay for most of this distance. The sea cliffs, which form the locality, begin about 0.8 km west of the end of the road and are reached by walking along the shoreline.",gplates,801,mid,59.81,-82.36,scotese,801,mid,135.83,-76.97,seton,not computable using this model,,,,AU,,group of beds,"Palynology and vertebrate biostratigraphy have been used to argue for an earliest Triassic age for the Knocklofty Formation (Cosgriff 1974; Camp & Banks 1978). \r\n\r\nThree major and several minor clay-pebble conglomerate lenses containing fossil bone are interbedded with shales and sandstones on the faces of the sea cliffs. The major lenses range from about 30 to 100 cm in thickness and the minor ones are 10cm or less thick. They are all lumped together as one locality: all are within 10 m of each other stratigraphically, they are identical in lithology, and all of the fossil fragments were actually collected from tumbled blocks on the shoreline; these blocks offer no means of determining the particular lens on the cliff face from which they fell.","""Clay-pebble conglomerate""",conglomerate,pebbly,,muddy,"""channel""",,macrofossils,none,none,partial skulls,,,,taxonomic,field collection,JW Cosgriff,1960s,,,phosphatic,,,,,,
1087670,body,medium,,1.0,specimens,Amphibia,Temnospondyli,Lydekkerinidae,Chomatobatrachus,"brackish,freshwater,terrestrial",amphibious,carnivore,,136590,Induan,,Induan,251.902,251.2,251.551,0.702,147.28334,-43.083332,MUZD 2104,AU,Tasmania,,Knocklofty,,,,Chomatobatrachus halei,,species,251647.0,Chomatobatrachus halei,species,251647.0,,Cosgriff,1974.0,43692.0,Conningham,,,estimated from map,minutes,outcrop,"The fossiliferous area is a 100 m long stretch of low sea cliffs formed by sediments of the Knocklofty Formation on the south coast of Northwest Bay, about 0.8 km west of the coastal community of Conningham. To reach the locality, travel south from Hobart on the Channel Highway through the towns of Kingston, Margate, and Snug. About 1.2 km south of the southern edge of Snug turn east onto the road leading to Conningham. This road is about 3.2 km long from its junction with the Channel Highway to its end at the beach of Conningham and follows the southern coasts of Snug Bay and Northwest Bay for most of this distance. The sea cliffs, which form the locality, begin about 0.8 km west of the end of the road and are reached by walking along the shoreline.",gplates,801,mid,59.81,-82.36,scotese,801,mid,135.83,-76.97,seton,not computable using this model,,,,AU,,group of beds,"Palynology and vertebrate biostratigraphy have been used to argue for an earliest Triassic age for the Knocklofty Formation (Cosgriff 1974; Camp & Banks 1978). \r\n\r\nThree major and several minor clay-pebble conglomerate lenses containing fossil bone are interbedded with shales and sandstones on the faces of the sea cliffs. The major lenses range from about 30 to 100 cm in thickness and the minor ones are 10cm or less thick. They are all lumped together as one locality: all are within 10 m of each other stratigraphically, they are identical in lithology, and all of the fossil fragments were actually collected from tumbled blocks on the shoreline; these blocks offer no means of determining the particular lens on the cliff face from which they fell.","""Clay-pebble conglomerate""",conglomerate,pebbly,,muddy,"""channel""",,macrofossils,none,none,partial skulls,,,,taxonomic,field collection,JW Cosgriff,1960s,,,phosphatic,,,,,,
