occurrence_no,pres_mode,preservation_quality,common_body_parts,abund_value,abund_unit,class,order,family,genus,taxon_environment,life_habit,diet,museum,collection_no,early_interval,late_interval,time_bins,age_max,age_min,age_median,age_uncer_range,lng,lat,occurrence_comments,cc,state,county,formation,stratgroup,member,zone,accepted_name,accepted_attr,accepted_rank,accepted_no,identified_name,identified_rank,identified_no,difference,ref_author,ref_pubyr,reference_no,collection_name,collection_subset,collection_aka,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,cc.1,protected,stratscale,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,environment,tectonic_setting,assembl_comps,articulated_parts,associated_parts,rare_body_parts,feed_pred_traces,spatial_resolution,preservation_comments,collection_type,collection_methods,collectors,collection_dates,collection_comments,taxonomy_comments,composition,species,municipality,outcrop_details,outcrop_overview,source,ref
1134124,body,,,1,individuals,Amphibia,Temnospondyli,Amphibamidae,Micropholis,"brackish,freshwater,terrestrial",amphibious,carnivore,,144325,Induan,,Induan,251.902,251.2,251.551,0.702,25.997778,-30.508057,"NMQR 390, small adult skull",ZA,Free State,Xhariep,Katberg,Beaufort,,Lystrosaurus Assemblage Zone,Micropholis stowi,NA,species,255226,Micropholis stowi,species,255226,,Schoch and Rubidge,2005,46658,"Oranje, Bethulie",NA,,based on nearby landmark,seconds,small collection,No precise locality data provided; coordinates based on Bethulie,gplates,701,mid,-11.38,-50.48,scotese,701,mid,-21.12,-63.61,seton,not computable using this model,NA,NA,NA,ZA,,bed,,,"""siliciclastic""",,,,terrestrial indet.,,macrofossils,some,,,,,,taxonomic,survey of museum collection,,,"NM QR: National Museum, Bloemfontein",,phosphatic,NA,NA,NA,NA,NA,NA
1134122,body,,,1,individuals,Amphibia,Temnospondyli,Amphibamidae,Micropholis,"brackish,freshwater,terrestrial",amphibious,carnivore,BPI,105608,Induan,,Induan,251.902,251.2,251.551,0.702,29.133333,-28.283333,"BP/1/5603, juvenile skull",ZA,Free State,,Katberg,Beaufort,,Lystrosaurus,Micropholis stowi,NA,species,255226,Micropholis stowi,species,255226,,Schoch and Rubidge,2005,46658,"Queen's Hill, Harrismith",NA,Queens Hill,based on nearby landmark,minutes,outcrop,Coordinates based upon Harrismith,gplates,701,mid,-5.96,-51.32,scotese,701,mid,-13.41,-64.68,seton,not computable using this model,NA,NA,NA,ZA,,group of beds,,,not reported,,,,terrestrial indet.,,macrofossils,some,,,,,,taxonomic,survey of museum collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1134121,body,,,1,specimens,Amphibia,Temnospondyli,Amphibamidae,Micropholis,"brackish,freshwater,terrestrial",amphibious,carnivore,BPI,144323,Induan,,Induan,251.902,251.2,251.551,0.702,25.984167,-30.508612,"BP/1/5573, larval skull table",ZA,Free State,Xhariep,Katberg,Beaufort,,Lystrosaurus Assemblage Zone,Micropholis stowi,NA,species,255226,Micropholis stowi,species,255226,,Schoch and Rubidge,2005,46658,Bethulie ,NA,,based on nearby landmark,seconds,small collection,No precise locality data provided,gplates,701,mid,-11.39,-50.47,scotese,701,mid,-21.13,-63.6,seton,not computable using this model,NA,NA,NA,ZA,,bed,,,"""siliciclastic""",,,,terrestrial indet.,,macrofossils,,,,,,,taxonomic,survey of museum collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1134120,body,,"partial skeletons,skulls",2,individuals,Amphibia,Temnospondyli,Amphibamidae,Micropholis,"brackish,freshwater,terrestrial",amphibious,carnivore,BPI,98602,Induan,Olenekian,-,251.902,247.2,249.551,4.702,25.966667,-30.5,"BP/1/5215, skull roof. SAM K 8550, skull",ZA,Free State,,Katberg,Beaufort,,Lystrosaurus Assemblage Zone,Micropholis stowi,NA,species,255226,Micropholis stowi,species,255226,,Schoch and Rubidge,2005,46658,"Farm Fairydale, Bethulie",NA,,based on nearby landmark,minutes,local area,"Farm Fairydale, near to Bethulie; coordinates based upon the town of Bethulie",gplates,701,mid,-10.06,-50.05,scotese,701,mid,-19.16,-64.26,seton,not computable using this model,NA,NA,NA,ZA,,group of beds,"Lystrosaurus Assemblage Zone, lower part.",,"""siliciclastic""",,,,terrestrial indet.,,macrofossils,some,some,,,,,taxonomic,"chemical,mechanical,acetic,field collection,survey of museum collection",Kitching,,"SAM: Iziko South African Museum, Cape Town",,phosphatic,NA,NA,NA,NA,NA,NA
1134119,body,,,1,individuals,Amphibia,Temnospondyli,Amphibamidae,Micropholis,"brackish,freshwater,terrestrial",amphibious,carnivore,BPI,144322,Induan,,Induan,251.902,251.2,251.551,0.702,25.816668,-31.299999,"BP/1/2507, juvenile skull",ZA,Eastern Cape,,Katberg,Beaufort,,Lystrosaurus Assemblage Zone,Micropholis stowi,NA,species,255226,Micropholis stowi,species,255226,,Schoch and Rubidge,2005,46658,Steynsburg,NA,,based on nearby landmark,minutes,small collection,Coordinates based upon Steynsburg,gplates,701,mid,-12.54,-50.81,scotese,701,mid,-22.85,-63.87,seton,not computable using this model,NA,NA,NA,ZA,,bed,,,"""siliciclastic""",,,,terrestrial indet.,,macrofossils,some,,,,,,taxonomic,survey of museum collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1134118,body,,,2,individuals,Amphibia,Temnospondyli,Amphibamidae,Micropholis,"brackish,freshwater,terrestrial",amphibious,carnivore,BPI,144321,Induan,,Induan,251.902,251.2,251.551,0.702,25.816668,-31.299999,"BP/1/2501, 2506",ZA,Eastern Cape,,Katberg,Beaufort,,Lystrosaurus Assemblage Zone,Micropholis stowi,NA,species,255226,Micropholis stowi,species,255226,,Schoch and Rubidge,2005,46658,"Harmonie, Steynsburg",NA,,based on nearby landmark,minutes,outcrop,"Harmonie, Steynsburg; coordinates based upon Steynsburg",gplates,701,mid,-12.54,-50.81,scotese,701,mid,-22.85,-63.87,seton,not computable using this model,NA,NA,NA,ZA,,group of beds,,,"""siliciclastic""",,,,terrestrial indet.,,macrofossils,some,,,,,,taxonomic,survey of museum collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1134117,body,,,9,individuals,Amphibia,Temnospondyli,Amphibamidae,Micropholis,"brackish,freshwater,terrestrial",amphibious,carnivore,BMNH,13043,Induan,Olenekian,-,251.902,247.2,249.551,4.702,26.509722,-32.10611,"BSPG 1934 VIII 42 and 43, three and five fairly complete skulls and skeletons embedded in a single block. BMNH R510a, skull",ZA,Eastern Cape,Chris Hani,Katberg,Beaufort,,,Micropholis stowi,NA,species,255226,Micropholis stowi,species,255226,,Schoch and Rubidge,2005,46658,Donnybrook (Queenstown District),NA,Donnybrooke; Tafelberg; Swart Kei River,based on nearby landmark,seconds,small collection,"""Upper Zwart Kei, between Queenstown and Tarkastad, no doubt at Tafelberg, a mountain near Donnybrook."" (Broom, 1905).\r\nDMS coordinates are based upon elevation named ""Tafelberg"" on the map, near which are two places named Donnybrook (one about 7 km to the S and one about 10 km to the SE), all being situated in the area of the upper reaches of the Swart Kei River.\r\nNote: The locality is frequently said to be located in the (former) Tarkastad district. The ""Tafelberg"" as well as both places named Donnybrook in its vicinity, however, are on the right (eastern) bank of the Swart Kei River, in the (former) Queenstown District. ",gplates,701,mid,-11.67,-51.38,scotese,701,mid,-21.79,-65.5,seton,not computable using this model,NA,NA,NA,ZA,,bed,"Somewhere between the middle part of the Katberg Fm. and the lowermost part of the overlying Burgersdorp Fm. because this is the interval (upper Lystrosaurus Assemblage Zone) to which Procolophon is restricted (see, e.g., Cisneros, 2008, Paleoworld 17(2)).\r\nCisneros (2008, Palaeont. Afr. 43), based on Kitching (1977), suspects all Procolophon specimens from Donnybrook to come ""from the same localized band of dark red mudstone, approximately one metre thick, within the Katberg Formation.""",,mudstone,red,,,fluvial indet.,foreland basin,macrofossils,,,,,,,taxonomic,mechanical,D. White,,,"Carroll & Lindsay (1985) list two non-type specimens from Donnybrook, reposited in the BMNH, but do not state whether these are part of the material already mentioned by Broom (1903) and Seeley (1905). Since this cannot be ruled out, these specimens here are are not added to but are regarded as to be included in the material already reported by the latter authors.",phosphatic,NA,NA,NA,NA,NA,NA
1134116,body,,,1,individuals,Amphibia,Temnospondyli,Amphibamidae,Micropholis,"brackish,freshwater,terrestrial",amphibious,carnivore,BMNH,144320,Induan,,Induan,251.902,251.2,251.551,0.702,24.549999,-31.866667,"BMNH R.4382, partial skull (holotype)",ZA,Eastern Cape,Graaff-Reinet,Katberg,Beaufort,,Lystrosaurus Assemblage Zone,Micropholis stowi,NA,species,255226,n. gen. Micropholis n. sp. stowi,species,255226,,Schoch and Rubidge,2005,46658,Rhenosterberg (Lystrosaurus Assemblage Zone),NA,Middelburg,based on nearby landmark,minutes,small collection,"""Rhenosterberg, northwest of Nieu-Bethesda""; Coordinates based upon Nieu-Bethesda",gplates,701,mid,-14.24,-50.24,scotese,701,mid,-25.12,-63.19,seton,not computable using this model,NA,NA,NA,ZA,,bed,,,"""siliciclastic""",,,,terrestrial indet.,,macrofossils,some,,,,,,taxonomic,survey of museum collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1134114,body,medium,,1,individuals,Amphibia,Temnospondyli,Trematosauridae,Microposaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,144319,Anisian,,Anisian,247.2,242,244.6,5.2,26.320278,-30.993889,"SAM 6556, skull (holotype)",ZA,Eastern Cape,,Burgersdorp,Beaufort,,Cynognathus Assemblage Zone Subzone B,Microposaurus casei,NA,species,202575,n. gen. Microposaurus n. sp. casei,species,202575,,Haughton,1925,46648,"Wonderboom Bridge, Burgersdorp, Farm Cragievar",NA,,based on nearby landmark,seconds,outcrop,"Redbed exposures near the Wonderboom Bridge, south of Burgersdorp. This locality is also known by the farm name ‘Cragievar’. Coordinates based on Burgersdorp",gplates,701,mid,-8.01,-50.72,scotese,701,mid,-14.15,-66.29,seton,not computable using this model,NA,NA,NA,ZA,,group of beds,"Burgersdorp Formation, upper Beaufort Group, Karoo Supergroup",,mudstone,green,,,terrestrial indet.,,macrofossils,some,,,,,,taxonomic,field collection,"E. C. Case, S. Haughton",1923,"SAM: Iziko South African Museum, Cape Town",,phosphatic,NA,NA,NA,NA,NA,NA
1134100,body,,,1,individuals,Amphibia,Temnospondyli,Mastodonsauridae,Kestrosaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,144318,Spathian,,Olenekian,248.9,247.2,248.05,1.7,27.62611,-28.325277,"SAM 3452, skull (holotype)",ZA,Free State,Thabo Mofutsanyane,Burgersdorp,Beaufort,,Cynognathus Assemblage Zone Subzone A,Kestrosaurus dreyeri,NA,species,251610,n. gen. Kestrosaurus n. sp. dreyeri,species,251610,,Haughton,1925,46648,"Farm Harmonia, Senekal",NA,,based on nearby landmark,seconds,small collection,Coordinates based on Senekal,gplates,701,mid,-5.56,-49.83,scotese,701,mid,-12.07,-64.43,seton,not computable using this model,NA,NA,NA,ZA,,bed,"Kestrosaurus comes from Cynognathus Assemblage Zone Subzone A, which is of late Olenekian (Spathian) age",,sandstone,,,,terrestrial indet.,,macrofossils,some,,,,,,taxonomic,survey of museum collection,T. J. Dreyer,,"SAM: Iziko South AFrican Museum, Cape Town",,phosphatic,NA,NA,NA,NA,NA,NA
1133445,body,good,,1,individuals,Amphibia,Temnospondyli,Rhinesuchidae,Laccosaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,144272,Wuchiapingian,,Wuchiapingian,259.51,254.14,256.825,5.37,24.533333,-32.25,"SAM 4010, nearly complete skull",ZA,Eastern Cape,,,Beaufort,,Cistecephalus Assemblage Zone,Laccosaurus watsoni,NA,species,266936,n. gen. Laccosaurus n. sp. watsoni,species,266936,,Haughton,1925,46648,"Ferndale, Graaff-Reinet (Cistecephalus Assemblage Zone)",NA,,based on nearby landmark,minutes,small collection,Coordinates based on town of Graaff-Reinet,gplates,701,mid,-19.52,-52.28,scotese,701,mid,-29.54,-61.89,seton,not computable using this model,NA,NA,NA,ZA,,bed,"Direct dates for Cistecephalus assemblage zone from Rubidge et al., 2013",,"""siliciclastic""",,,,terrestrial indet.,,macrofossils,some,,,,,,taxonomic,survey of museum collection,Rev. J. H. Whaits,,"SAM: Iziko South African Museum, Cape Town",,phosphatic,NA,NA,NA,NA,NA,NA
1133423,body,poor,,1,individuals,Amphibia,Temnospondyli,Rhinesuchidae,Rhinesuchoides,"brackish,freshwater,terrestrial",amphibious,carnivore,AMNH,144271,Wuchiapingian,,Wuchiapingian,259.51,254.14,256.825,5.37,24.333332,-32.400002,"SAM 7419, poorly preserved skull (holotype)",ZA,Eastern Cape,,,Beaufort,,Cistecephalus Assemblage Zone,Rhinesuchoides capensis,NA,species,266933,Rhinesuchus n. sp. capensis,species,266933,recombined as,Haughton,1925,46648,"Spitzkop, Graaff-Reinet",NA,,based on nearby landmark,minutes,small collection,,gplates,701,mid,-19.87,-52.2,scotese,701,mid,-29.96,-61.79,seton,not computable using this model,NA,NA,NA,ZA,,bed,,,"""siliciclastic""",,,,terrestrial indet.,,macrofossils,some,,,,,,taxonomic,survey of museum collection,,,"SAM: Iziko South African Museum, Cape Town",,phosphatic,NA,NA,NA,NA,NA,NA
1132308,body,medium,,1,individuals,Amphibia,Temnospondyli,Rhytidosteidae,Pneumatostega,"brackish,freshwater,terrestrial",amphibious,carnivore,,144129,Induan,,Induan,251.902,251.2,251.551,0.702,25.1,-30.716667,"SAM 11188, partial skull and postcrania",ZA,Northern Cape,Pixley ka Seme,,,,Lystrosaurus Assemblage Zone,Pneumatostega potamia,NA,species,251507,Pneumatostega potamia,species,251507,,Cosgriff and Zawiskie,1979,46610,"Colesberg, Goede Hoop",NA,,based on nearby landmark,minutes,,Goede Hoop property near Colesberg,gplates,701,mid,-12.35,-49.97,scotese,701,mid,-22.39,-63.05,seton,not computable using this model,NA,NA,NA,ZA,,bed,,,conglomerate,pebbly,,,terrestrial indet.,,macrofossils,,some,,,,,taxonomic,"chemical,survey of museum collection","A. J. Hesse, C. W. Thorpe",1935,"SAM: South African Museum, Cape Town",,phosphatic,NA,NA,NA,NA,NA,NA
1132307,mold/impression,,,1,individuals,Amphibia,Temnospondyli,Rhytidosteidae,Pneumatostega,"brackish,freshwater,terrestrial",amphibious,carnivore,BPI,144128,Induan,,Induan,251.902,251.2,251.551,0.702,25.166668,-31.65,"BP/1/F.981, impression of partial skull roof",ZA,Eastern Cape,Chris Hani,,,,Lystrosaurus Assemblage Zone,Pneumatostega potamia,NA,species,251507,n. gen. Pneumatostega n. sp. potamia,species,251507,,Cosgriff and Zawiskie,1979,46610,"Tafelberg, near Middelburg",NA,,based on nearby landmark,minutes,small collection,,gplates,701,mid,-13.5,-50.55,scotese,701,mid,-24.14,-63.55,seton,not computable using this model,NA,NA,NA,ZA,,bed,,"""conglomeratic matrix""",conglomerate,,,,terrestrial indet.,,macrofossils,,,,,,,taxonomic,"mechanical,peel or thin section,survey of museum collection",,,,,phosphatic,NA,NA,NA,NA,NA,NA
1132297,body,good,,1,individuals,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Laidleria,"brackish,freshwater,terrestrial",amphibious,carnivore,,144122,Anisian,,Anisian,247.2,242,244.6,5.2,27.9,-31.733334,"AM 4313, skull and anterior postcranial skeleton",ZA,Eastern Cape,Engcobo,Burgersdorp,,,Cynognathus subzone B,Laidleria gracilis,NA,species,251506,n. gen. Laidleria n. sp. gracilis,species,251506,,Kitching,1957,46605,Elucwecwe,NA,,based on nearby landmark,minutes,small collection,"Elucwecwe, Engcobo district",gplates,701,mid,-7.54,-52.23,scotese,701,mid,-13.39,-67.8,seton,not computable using this model,NA,NA,NA,ZA,,bed,,,sandstone,gray,lithified,,terrestrial indet.,,macrofossils,some,,,,,,taxonomic,"mechanical,survey of museum collection",P. W. Laidler,,"AM: Albany Museum, Grahamstown",,phosphatic,NA,NA,NA,NA,NA,NA
1132254,"mold/impression,concretion",medium,,1,specimens,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Edingerella,"brackish,freshwater,terrestrial",amphibious,carnivore,,144100,Induan,Smithian,-,251.902,248.9,250.401,3.002,48.841667,-13.5,"MSNM V2992, mould of complete skull",MG,Diana,Ambilobe,Middle Sakamena,Sakamena,,,Edingerella madagascariensis,NA,species,251496,Edingerella madagascariensis,species,251497,,Maganuco et al.,2009,46595,"Right bank Ifasy River, NE of Anaborano",NA,,estimated from map,minutes,outcrop,"Right bank of the Ifasy River, few kilometres NE to Anaborano village, Ankitokazo Basin",gplates,702,mid,37.42,-34.43,scotese,702,mid,40.82,-44.44,seton,not computable using this model,NA,NA,NA,MG,,group of beds,"""All previously described tetrapod specimens from the Diego Basin have been collected from the 'Couches à Poissons et Ammonites' (Besairie 1971) suggesting that the material described herein also pertains to this horizon, though this cannot be stated with absolute certainty."" The ""Couches à Poissons et Ammonites"" are equivalent to the Middle Sakamena Formation of the Morondava Basin. ""Biostratigraphical correlations based on ammonite faunas indicate referral of the 'Couches à Poissons et Ammonites' to the local Gyronitien Stage (Besairie 1971), which is equivalent to the Induan Stage of the Lower Triassic. This conclusion is supported by comparisons between the vertebrate faunas of Madagascar and the African mainland, which suggest that the Middle Sakamena Formation is intermediate in age between the Lystrosaurus and Cynognathus Assemblage Zones (Battail et al. 1987). Palynological data is also consistent with these interpretations (Wescott and Diggens 1998)."" (Ketchum & Barrett, 2004. Canadian Journal of Earth Sciences 41:1-8).\r\n""The presence of Magniestheria truempyi in the same formation (Shen et al., 2002) indicates an Early Smithian (Olenekian, Early Triassic) age by correlation with the well-constrained Triassic strata of the Germanic Basin (Kozur and Weems, 2010)."" (Falconnet et al. 2010. Comptes Rendus Palevol 11:357-369)\r\nGiven the conflicting suggestions of an Induan or early Olenekian age, an Induan–Smithian range is given here. ",Fossil preserved as a natural mould in a siliceous nodule,"""siliciclastic""",nodular,,,deltaic indet.,,macrofossils,,,,,,,taxonomic,"surface (float),survey of museum collection",,1990s,MSNM: Museo di Storia Naturale di Milano,,phosphatic,NA,NA,NA,NA,NA,NA
1132252,"mold/impression,concretion",medium,,1,specimens,Amphibia,Temnospondyli,Trematosauridae,Tertremoides,"brackish,freshwater,terrestrial",amphibious,carnivore,,144100,Induan,Smithian,-,251.902,248.9,250.401,3.002,48.841667,-13.5,"MSNM V2993, incomplete skull",MG,Diana,Ambilobe,Middle Sakamena,Sakamena,,,Tertremoides madagascariensis,NA,species,266660,cf. Tertremoides madagascariensis,species,266663,,Maganuco and Pasini,2009,46594,"Right bank Ifasy River, NE of Anaborano",NA,,estimated from map,minutes,outcrop,"Right bank of the Ifasy River, few kilometres NE to Anaborano village, Ankitokazo Basin",gplates,702,mid,37.42,-34.43,scotese,702,mid,40.82,-44.44,seton,not computable using this model,NA,NA,NA,MG,,group of beds,"""All previously described tetrapod specimens from the Diego Basin have been collected from the 'Couches à Poissons et Ammonites' (Besairie 1971) suggesting that the material described herein also pertains to this horizon, though this cannot be stated with absolute certainty."" The ""Couches à Poissons et Ammonites"" are equivalent to the Middle Sakamena Formation of the Morondava Basin. ""Biostratigraphical correlations based on ammonite faunas indicate referral of the 'Couches à Poissons et Ammonites' to the local Gyronitien Stage (Besairie 1971), which is equivalent to the Induan Stage of the Lower Triassic. This conclusion is supported by comparisons between the vertebrate faunas of Madagascar and the African mainland, which suggest that the Middle Sakamena Formation is intermediate in age between the Lystrosaurus and Cynognathus Assemblage Zones (Battail et al. 1987). Palynological data is also consistent with these interpretations (Wescott and Diggens 1998)."" (Ketchum & Barrett, 2004. Canadian Journal of Earth Sciences 41:1-8).\r\n""The presence of Magniestheria truempyi in the same formation (Shen et al., 2002) indicates an Early Smithian (Olenekian, Early Triassic) age by correlation with the well-constrained Triassic strata of the Germanic Basin (Kozur and Weems, 2010)."" (Falconnet et al. 2010. Comptes Rendus Palevol 11:357-369)\r\nGiven the conflicting suggestions of an Induan or early Olenekian age, an Induan–Smithian range is given here. ",Fossil preserved as a natural mould in a siliceous nodule,"""siliciclastic""",nodular,,,deltaic indet.,,macrofossils,,,,,,,taxonomic,"surface (float),survey of museum collection",,1990s,MSNM: Museo di Storia Naturale di Milano,,phosphatic,NA,NA,NA,NA,NA,NA
1132152,mold/impression,,,1,specimens,Amphibia,Temnospondyli,Trematosauridae,Tertremoides,"brackish,freshwater,terrestrial",amphibious,carnivore,MNHN,144090,Induan,Smithian,-,251.902,248.9,250.401,3.002,49.049999,-13.2,"MNHN specimen, skull (holotype)",MG,Diana,Ambilobe,Middle Sakamena,Sakamena,,,Tertremoides madagascariensis,NA,species,266660,n. gen. Tertremoides n. sp. ambilobensis,species,266662,subjective synonym of,Lehman,1979,46588,Ambilobe,NA,,based on nearby landmark,minutes,small collection,,gplates,702,mid,37.84,-34.33,scotese,702,mid,41.25,-44.25,seton,not computable using this model,NA,NA,NA,MG,,bed,"""All previously described tetrapod specimens from the Diego Basin have been collected from the 'Couches à Poissons et Ammonites' (Besairie 1971) suggesting that the material described herein also pertains to this horizon, though this cannot be stated with absolute certainty."" The ""Couches à Poissons et Ammonites"" are equivalent to the Middle Sakamena Formation of the Morondava Basin. ""Biostratigraphical correlations based on ammonite faunas indicate referral of the 'Couches à Poissons et Ammonites' to the local Gyronitien Stage (Besairie 1971), which is equivalent to the Induan Stage of the Lower Triassic. This conclusion is supported by comparisons between the vertebrate faunas of Madagascar and the African mainland, which suggest that the Middle Sakamena Formation is intermediate in age between the Lystrosaurus and Cynognathus Assemblage Zones (Battail et al. 1987). Palynological data is also consistent with these interpretations (Wescott and Diggens 1998)."" (Ketchum & Barrett, 2004. Canadian Journal of Earth Sciences 41:1-8).\r\n""The presence of Magniestheria truempyi in the same formation (Shen et al., 2002) indicates an Early Smithian (Olenekian, Early Triassic) age by correlation with the well-constrained Triassic strata of the Germanic Basin (Kozur and Weems, 2010)."" (Falconnet et al. 2010. Comptes Rendus Palevol 11:357-369)\r\nGiven the conflicting suggestions of an Induan or early Olenekian age, an Induan–Smithian range is given here. ",Fossils preserved in ironstone nodules,"""siliciclastic""",nodular,,,deltaic indet.,,macrofossils,,,,,,,taxonomic,field collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1132151,mold/impression,,,1,specimens,Amphibia,Temnospondyli,Trematosauridae,Wantzosaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,MNHN,144089,Induan,Smithian,-,251.902,248.9,250.401,3.002,48.733334,-13.65,"MNHN specimen, skull fragment",MG,Diana,Ambilobe,Middle Sakamena,Sakamena,,,Wantzosaurus elongatus,NA,species,266631,Wantzosaurus elongatus,species,266631,,Schoch and Milner,2000,28828,Antsaba,NA,,based on nearby landmark,minutes,small collection,,gplates,702,mid,37.21,-34.48,scotese,702,mid,40.59,-44.53,seton,not computable using this model,NA,NA,NA,MG,,bed,"""All previously described tetrapod specimens from the Diego Basin have been collected from the 'Couches à Poissons et Ammonites' (Besairie 1971) suggesting that the material described herein also pertains to this horizon, though this cannot be stated with absolute certainty."" The ""Couches à Poissons et Ammonites"" are equivalent to the Middle Sakamena Formation of the Morondava Basin. ""Biostratigraphical correlations based on ammonite faunas indicate referral of the 'Couches à Poissons et Ammonites' to the local Gyronitien Stage (Besairie 1971), which is equivalent to the Induan Stage of the Lower Triassic. This conclusion is supported by comparisons between the vertebrate faunas of Madagascar and the African mainland, which suggest that the Middle Sakamena Formation is intermediate in age between the Lystrosaurus and Cynognathus Assemblage Zones (Battail et al. 1987). Palynological data is also consistent with these interpretations (Wescott and Diggens 1998)."" (Ketchum & Barrett, 2004. Canadian Journal of Earth Sciences 41:1-8).\r\n""The presence of Magniestheria truempyi in the same formation (Shen et al., 2002) indicates an Early Smithian (Olenekian, Early Triassic) age by correlation with the well-constrained Triassic strata of the Germanic Basin (Kozur and Weems, 2010)."" (Falconnet et al. 2010. Comptes Rendus Palevol 11:357-369)\r\nGiven the conflicting suggestions of an Induan or early Olenekian age, an Induan–Smithian range is given here. ",Fossils preserved in ironstone nodules,"""siliciclastic""",nodular,,,deltaic indet.,,macrofossils,,,,,,,taxonomic,field collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1132150,mold/impression,,,1,specimens,Amphibia,Temnospondyli,Trematosauridae,Wantzosaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,MNHN,144087,Induan,Smithian,-,251.902,248.9,250.401,3.002,48.916668,-13.416667,"MNHN 3034, skull fragment",MG,Diana,Ambilobe,Middle Sakamena,Sakamena,,,Wantzosaurus elongatus,NA,species,266631,n. gen. Ifasaurus n. sp. elongatus,species,266661,subjective synonym of,Lehman,1966,46587,Anjavimilai,NA,,based on nearby landmark,minutes,small collection,,gplates,702,mid,37.55,-34.41,scotese,702,mid,40.96,-44.4,seton,not computable using this model,NA,NA,NA,MG,,bed,"""All previously described tetrapod specimens from the Diego Basin have been collected from the 'Couches à Poissons et Ammonites' (Besairie 1971) suggesting that the material described herein also pertains to this horizon, though this cannot be stated with absolute certainty."" The ""Couches à Poissons et Ammonites"" are equivalent to the Middle Sakamena Formation of the Morondava Basin. ""Biostratigraphical correlations based on ammonite faunas indicate referral of the 'Couches à Poissons et Ammonites' to the local Gyronitien Stage (Besairie 1971), which is equivalent to the Induan Stage of the Lower Triassic. This conclusion is supported by comparisons between the vertebrate faunas of Madagascar and the African mainland, which suggest that the Middle Sakamena Formation is intermediate in age between the Lystrosaurus and Cynognathus Assemblage Zones (Battail et al. 1987). Palynological data is also consistent with these interpretations (Wescott and Diggens 1998)."" (Ketchum & Barrett, 2004. Canadian Journal of Earth Sciences 41:1-8).\r\n""The presence of Magniestheria truempyi in the same formation (Shen et al., 2002) indicates an Early Smithian (Olenekian, Early Triassic) age by correlation with the well-constrained Triassic strata of the Germanic Basin (Kozur and Weems, 2010)."" (Falconnet et al. 2010. Comptes Rendus Palevol 11:357-369)\r\nGiven the conflicting suggestions of an Induan or early Olenekian age, an Induan–Smithian range is given here. ",Fossils preserved as moulds in ironstone nodules,"""siliciclastic""",nodular,,,deltaic indet.,,macrofossils,,,,,,,taxonomic,field collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
